bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1951-11-07,RJ,MASCULINO,Não,,Art.De Jardin,1834.96,Não,Mensalista,74.0,379,3
IRAJA,F,RIO DE JANEIRO,Brasileira,Divorciado,1942-04-08,RJ,MASCULINO,Não,,Art. De Mecanica,5255.84,Não,Mensalista,83.0,361,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1968-10-08,RJ,FEMININO,Não,,Agente De Portaria (Sms),2251.01,Não,Mensalista,57.0,245,3
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Solteiro,1943-03-15,RJ,FEMININO,Não,,Merendeira,1856.06,Não,Mensalista,82.0,812,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1967-11-29,RJ,MASCULINO,Não,,Ascensorista,2503.23,Não,Mensalista,58.0,390,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Viúvo,1942-07-01,RJ,FEMININO,Não,,Aux. De Enfermagem,2410.44,Não,Mensalista,83.0,525,3
CURRAL FALSO,F,RIO DE JANEIRO,Brasileira,Casado,1961-06-10,RJ,MASCULINO,Não,,Trabalhador,1890.34,Não,Mensalista,64.0,1202,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1961-01-12,RJ,MASCULINO,Não,,Trabalhador,2238.94,Não,Mensalista,64.0,1202,2
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Viúvo,1953-07-02,RJ,FEMININO,Não,,Servente,1481.04,Não,Mensalista,72.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1948-11-11,RJ,FEMININO,Não,,Servente,1971.6,Não,Mensalista,77.0,1116,2
CARAMUJO,F,NITEROI,BRASILEIRA,Casada,1958-10-02,RJ,FEMININO,Não,,Professor De Historia,2744.11,Não,Mensalista,67.0,1006,2
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-10-11,RJ,FEMININO,Não,,Merendeira,1916.77,Não,Mensalista,47.0,812,0
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Casado,1951-04-15,RJ,MASCULINO,Não,,Trabalhador,1268.96,Não,Mensalista,74.0,1202,2
MARECHAL HERMES,F,RIO DE JANEIRO,Brasileira,Casado,1954-10-18,RJ,MASCULINO,Não,,Aposentado,4505.54,Não,Mensalista,71.0,295,3
REALENGO,F,RIO DE JANEIRO,Brasileira,Solteiro,1970-04-13,RJ,MASCULINO,Não,,Soldado Pm,2459.44,Não,Mensalista,55.0,1130,2
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1946-10-16,RJ,FEMININO,Não,,Aposentada,0.0,Não,Mensalista,79.0,294,3
OLARIA,F,RIO DE JANEIRO,Brasileira,Casada,1951-04-02,RJ,FEMININO,Não,,Aposentada,1100.0,Não,Mensalista,74.0,294,3
PRAIA GRANDE,F,ARRAIAL DO CABO,BRASILEIRA,Casada,1973-01-05,RJ,FEMININO,Não,,Professor Ii,8358.9,Não,Mensalista,52.0,1048,1
CAJÚ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-04-30,RJ,FEMININO,Não,,Merendeira,4700.97,Não,Mensalista,52.0,812,0
MUTUA,F,SÃO GONÇALO,BRASILEIRA,SOLTEIRO,1972-11-14,RJ,FEMININO,Não,,Aux. Creche,702.8,Não,Mensalista,53.0,517,0
VISTA ALEGRE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1977-07-06,RJ,FEMININO,Não,,Professor Ii,5423.65,Não,Mensalista,48.0,1048,0
BENTO RIBEIRO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-06-04,RJ,FEMININO,Não,,Agente Educador Ii,2164.8,Não,Mensalista,50.0,268,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1983-07-30,RJ,FEMININO,Não,,Professor Ii,3405.09,Não,Mensalista,42.0,1048,0
MARIA PAULA,F,NITEROI,Brasileira,Divorciada,1973-07-31,RJ,FEMININO,Não,,Professor Ii,13928.77,Não,Mensalista,52.0,1048,1
CURICICA,F,RIO DE JANEIRO,Brasileira,Solteiro,1975-06-14,RJ,FEMININO,Não,,Aux De Enfermagem,1862.32,Não,Mensalista,50.0,459,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1972-07-27,RJ,FEMININO,Não,,Merendeira,1864.34,Não,Mensalista,53.0,812,0
VILAR DOS TELES,F,SÃO JOÃO DE MERITI,Brasileira,Solteira,1973-10-28,RJ,FEMININO,Não,,Aux. De Enfermagem,4687.03,Não,Mensalista,52.0,525,0
COSME VELHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-04-04,RJ,FEMININO,Não,,Prof. De Educação Infantil,7336.08,Não,Mensalista,46.0,952,1
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-09-30,RJ,FEMININO,Não,,Professor Ii,10500.91,Não,Mensalista,45.0,1048,1
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-09-30,RJ,FEMININO,Não,,Professor Ii,10489.02,Não,Mensalista,45.0,1048,1
CAJÚ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1984-09-19,RJ,FEMININO,Não,,Ag De Educação Infantil,2757.31,Não,Mensalista,41.0,55,0
CAVALCANTE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-10-06,RJ,FEMININO,Não,,Professor,5579.14,Não,Mensalista,52.0,984,0
FAZENDA CAXIAS,F,SEROPEDICA,BRASILEIRA,Solteira,1981-09-14,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2469.37,Não,Mensalista,44.0,608,0
ENGENHOCA,F,NITEROI,BRASILEIRA,Casada,1975-04-11,RJ,FEMININO,Não,,Merendeira,2338.2,Não,Mensalista,50.0,812,0
PECHINCHA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1977-12-15,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor De Ensino Fundamenta,8956.31,Não,Mensalista,48.0,1001,1
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1990-07-18,RJ,FEMININO,Não,Risco PLD/FT Baixo,Guarda Municipal,1412.0,Não,Mensalista,35.0,776,0
ENCANTADO,F,RIO DE JANEIRO,BRASILEIRA,Separada judicialmente,1972-10-31,RJ,FEMININO,Não,,Merendeira,1816.17,Não,Mensalista,53.0,812,0
OLARIA,F,RIO DE JANEIRO,Brasileira,Solteiro,1980-12-26,RJ,MASCULINO,Não,,Continuo,1660.0,Não,Mensalista,45.0,673,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1973-07-09,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Subtenente Pm,15006.48,Não,,52.0,1136,1
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Solteiro,1978-07-14,RJ,MASCULINO,Não,,Aux De Controle De Endemias,2776.86,Não,Mensalista,47.0,452,0
ILHA DE GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,União Estável,1974-07-01,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Professor De Educação Infantil,7495.41,Não,Mensalista,51.0,998,1
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1978-10-26,RJ,MASCULINO,Não,,Aux De Enfermagem 2º Grau,4176.63,Não,Mensalista,47.0,474,0
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1961-03-12,RJ,MASCULINO,Não,,Ag. Aux. De Administração,5273.25,Não,Mensalista,64.0,86,3
CABUÇU,F,NOVA IGUAÇU,BRASILEIRA,Solteiro,1980-08-01,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Secretario Escolar,4158.38,Não,Mensalista,45.0,1113,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1990-06-03,RJ,MASCULINO,Não,,Ag.Educador Ii,1510.99,Não,Mensalista,35.0,163,0
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1967-08-23,RJ,MASCULINO,Não,,Trabalhador/Subgrente Iv,4486.85,Não,Mensalista,58.0,1222,2
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1972-06-24,RJ,MASCULINO,Não,,Agente De Portaria,2948.84,Não,Mensalista,53.0,243,0
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1972-07-15,RJ,MASCULINO,Não,,Profissional De Nivel Medio,6800.47,Não,Mensalista,53.0,1083,1
JACAREPAGUA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1971-06-21,RJ,MASCULINO,Não,,Professor Ii,2885.18,Não,Mensalista,54.0,1048,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1972-01-29,RJ,FEMININO,Não,,Aposentada,1514.41,Não,Mensalista,53.0,294,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1982-10-24,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,14099.12,Não,Mensalista,43.0,1048,1
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-09-30,RJ,FEMININO,Não,,Professor Ii,7902.31,Não,Mensalista,52.0,1048,1
ANA CLARA,F,SAO GONCALO,Brasileira,Solteiro,1970-10-22,RJ,MASCULINO,Não,,Cabo Da Pm,0.0,Não,Mensalista,55.0,656,0
GRAJAU,F,RIO DE JANEIRO,Brasileira,Divorciado,1961-11-11,RJ,MASCULINO,Não,,Ag. De Administração,4351.19,Não,Mensalista,64.0,109,3
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,Casado,1967-05-12,RJ,MASCULINO,Não,,Agente De Portaria,3450.04,Não,Mensalista,58.0,243,3
BENTO RIBEIRO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1974-01-26,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Auxiliar De Controle De Endemi,4066.06,Não,Mensalista,51.0,603,0
BELFORD ROXO,F,RIO DE JANEIRO,Brasileira,Solteiro,1967-02-08,RJ,MASCULINO,Não,,Trabalhador,2894.96,Não,Mensalista,58.0,1202,2
PENHA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1970-07-13,RJ,MASCULINO,Não,,Ag. De Administração,11321.5,Não,Mensalista,55.0,109,1
PARQUE HOTEL,F,ARARUAMA,BRASILEIRA,Solteiro,1988-09-01,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Cabo Bm,8334.13,Não,Mensalista,37.0,654,0
QUINTINO BOCAIUVA,F,RIO DE JANEIRO,Brasileira,Casado,1971-04-15,RJ,MASCULINO,Não,,Especial / Assistente I,1893.42,Não,Mensalista,54.0,741,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1978-09-24,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Professor De Ensino Fundamenta,10906.16,Não,Mensalista,47.0,1001,1
BANGU,F,RIO DE JANEIRO,Brasileira,Casado,1977-07-28,RJ,MASCULINO,Não,,Aux De Enfermagem 2º Grau,2637.27,Não,Mensalista,48.0,474,0
MEIER,F,RIO DE JANEIRO,Brasileira,Solteiro,1958-10-17,RJ,MASCULINO,Não,,Servente,3674.94,Não,Mensalista,67.0,1116,2
QUINTINO BOCAIUVA,F,RIO DE JANEIRO,Brasileira,Solteiro,1970-03-02,RJ,MASCULINO,Não,,Aux De Enfermagem 2º Grau,7096.59,Não,Mensalista,55.0,474,0
MARECHAL HERMES,F,RIO DE JANEIRO,Brasileira,Solteiro,1971-03-26,RJ,MASCULINO,Não,,Estatutario,9655.0,Não,Mensalista,54.0,756,1
GRAJAU,F,RIO DE JANEIRO,BRASILEIRA,Casado,1962-02-17,RJ,MASCULINO,Não,,Professor Ii,8817.01,Não,Mensalista,63.0,1048,1
PORTO DO ROSA,F,SAO GONCALO,BRASILEIRA,Casado,1970-11-19,RJ,MASCULINO,Não,,Prof. I - História,3835.55,Não,Mensalista,55.0,961,0
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1978-06-23,RJ,FEMININO,Não,,Professor,7075.14,Não,Mensalista,47.0,984,1
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-09-02,RJ,FEMININO,Não,,Prf. De Educação Infantil,3900.82,Não,Mensalista,50.0,869,0
COPACABANA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1974-07-29,RJ,FEMININO,Não,,Merendeira,2325.72,Não,Mensalista,51.0,812,0
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Solteiro,1976-03-21,RJ,MASCULINO,Não,,Auxiliar De Enfermagem,2262.45,Não,Mensalista,49.0,608,0
AUSTIN,F,NOVA IGUACU,BRASILEIRA,Casado,1979-12-19,RJ,MASCULINO,Não,,Prof. De Ensino Fundamental,10726.65,Não,Mensalista,46.0,953,1
RIO COMPRIDO,F,RIO DE JANEIRO,Brasileira,Solteiro,1973-07-16,RJ,MASCULINO,Não,,Aux De Enfermagem 2º Grau,2979.3,Não,Mensalista,52.0,474,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1955-01-13,RJ,MASCULINO,Não,,Art De Pav E Pedreira,2356.26,Não,Mensalista,70.0,325,3
JACUTINGA,F,MESQUITA,Brasileira,Casada,1961-09-09,RJ,FEMININO,Não,,Zelador (Sms) Chefe Iii,7766.04,Não,Mensalista,64.0,1239,1
PRAÇA DA BANDEIRA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-10-18,RJ,FEMININO,Não,,Aposentada,7983.3,Não,Mensalista,60.0,294,3
PRAÇA DA BANDEIRA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-10-18,RJ,FEMININO,Não,,Prof I - Lingua Portuguesa,6136.84,Não,Mensalista,60.0,909,2
ABOLIÇÃO,F,RIO DE JANEIRO,Brasileira,Divorciado,1952-09-26,RJ,FEMININO,Não,,Aux De Enfermagem,2822.46,Não,Mensalista,73.0,459,3
IRAJA,F,RIO DE JANEIRO,Brasileira,Casada,1947-06-25,RJ,FEMININO,Não,,Servente ( Sms),871.32,Não,Mensalista,78.0,1117,2
ENGENHO DE DENTRO,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1948-02-03,RJ,FEMININO,Não,,Auxiliar De Enfermagem,4844.37,Não,Mensalista,77.0,608,3
TANQUE,F,RIO DE JANEIRO,Brasileira,Separado judicialmente,1970-03-26,RJ,FEMININO,Não,,Prof Ii,3742.36,Não,Mensalista,55.0,930,0
MEIER,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1939-11-26,RJ,FEMININO,Não,,Aux De Procuradoria,4528.36,Não,Mensalista,86.0,490,3
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1978-11-08,RJ,FEMININO,Não,,Professor Ii,12236.01,Não,Mensalista,47.0,1048,1
PECHINCHA,F,RIO DE JANEIRO,Brasileira,Solteira,1978-01-05,RJ,FEMININO,Não,,Professor,7220.88,Não,Mensalista,47.0,984,1
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Casado,1983-05-17,RJ,FEMININO,Não,,Agregada,8404.9,Não,Mensalista,42.0,280,0
LARANJEIRAS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-08-01,RJ,FEMININO,Não,,Auxiliar De Laboratorio,2976.82,Não,Mensalista,45.0,632,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1973-02-08,RJ,FEMININO,Não,,Secretario Escolar,3836.89,Não,Mensalista,52.0,1113,0
CURICICA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1984-02-07,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,4450.08,Não,Mensalista,41.0,1014,0
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-12-11,RJ,FEMININO,Não,,Aux. De Enfermagem,6824.69,Não,Mensalista,46.0,525,0
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-12-11,RJ,FEMININO,Não,,Técnico De Enfermagem,6824.69,Não,Mensalista,46.0,1228,1
CAMORIM,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1988-03-16,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,2918.23,Não,Mensalista,37.0,1014,0
INHAUMA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-06-19,RJ,FEMININO,Não,,Ag. De Educação Infantil,4086.8,Não,Mensalista,47.0,129,0
PARQUE SANTA CLARA,F,CAMPOS DE GOYTACAZES,BRASILEIRA,Solteiro,1983-11-03,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,3675.1,Não,Mensalista,42.0,1014,0
VILAR DOS TELLES,F,SÃO JOÃO DE MERITI,BRASILEIRA,Casada,1982-07-24,RJ,FEMININO,Não,,Professor Ii,6849.02,Não,Mensalista,43.0,1048,0
BANGU,F,RIO DE JANEIRO,Brasileira,Solteira,1980-06-17,RJ,FEMININO,Não,,Professor Ii,5739.51,Não,Mensalista,45.0,1048,0
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1978-10-05,RJ,FEMININO,Não,,Ag. De Administração,1936.66,Não,Mensalista,47.0,109,0
JARDIM BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1976-10-20,RJ,FEMININO,Não,Risco PLD/FT Baixo,Prof I Educação Fisica,10097.5,Não,Mensalista,49.0,919,1
REALENGO,F,RIO DE JANEIRO,Brasileira,Casado,1978-05-23,RJ,FEMININO,Não,,Aux. De Enfermagem,2864.88,Não,Mensalista,47.0,525,0
REALENGO,F,RIO DE JANEIRO,Brasileira,Solteira,1980-06-16,RJ,FEMININO,Não,,Aux De Enfermagem,5462.57,Não,Mensalista,45.0,459,0
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-06-16,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,7338.47,Não,Mensalista,45.0,474,0
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1985-07-07,RJ,FEMININO,Não,Risco PLD/FT Baixo,Técnico Universitário Superior,11079.84,Não,Mensalista,40.0,1236,1
ALTO,F,TERESOPOLIS,BRASILEIRA,Solteiro,1980-08-19,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Hora,4438.84,Não,Mensalista,45.0,1013,0
PRAIA DA BANDEIRA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-04-26,RJ,FEMININO,Não,,Professor Ii,8110.96,Não,Mensalista,47.0,1048,1
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1983-05-31,RJ,FEMININO,Não,,Aux De Enfermagem,4817.44,Não,Mensalista,42.0,459,0
VICENTE DE CARVALHO,F,RIO DE JANEIRO,Brasileira,Casada,1977-01-24,RJ,FEMININO,Não,,Recepcionista,7699.56,Não,Mensalista,48.0,1094,1
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1986-05-01,RJ,FEMININO,Não,,Professor Ii,1875.59,Não,Mensalista,39.0,1048,0
FONSECA,F,NITEROI,Brasileira,Divorciada,1980-12-02,RJ,FEMININO,Não,,Professor Ii,4983.02,Não,Mensalista,45.0,1048,0
NOSSA SENHORA DAS GRAÇAS,F,VOLTA REDONDA,BRASILEIRA,Solteiro,1976-09-18,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente - 18 Horas,10780.04,Não,Mensalista,49.0,1010,1
IRAJA,F,RIO DE JANEIRO,Brasileira,Solteiro,1960-10-30,RJ,MASCULINO,Não,,Trabalahador,2693.73,Não,Mensalista,65.0,1201,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1973-01-15,RJ,MASCULINO,Não,,Prof. De Ensino Fundamental,9036.79,Não,Mensalista,52.0,953,1
JARDIM OLIMPO,F,DUQUE DE CAXIAS,Brasileira,Solteiro,1976-01-23,RJ,FEMININO,Não,,Aux. De Enfermagen,4443.04,Não,Mensalista,49.0,547,0
SENADOR VASCONCELOS,F,RIO DE JANEIRO,Brasileira,Casado,1963-04-04,RJ,FEMININO,Não,,Aux. De Enfermagem I,3335.06,Não,Mensalista,62.0,540,3
RAMOS,F,RIO DE JANEIRO,Brasileira,Casado,1953-07-27,RJ,MASCULINO,Não,,Servente,1130.88,Não,Mensalista,72.0,1116,2
REALENGO,F,RIO DE JANEIRO,Brasileira,Viúvo,1955-10-11,RJ,MASCULINO,Não,,Trabalhador,2680.86,Não,Mensalista,70.0,1202,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1964-08-23,RJ,MASCULINO,Não,,Trabalhador,3081.61,Não,Mensalista,61.0,1202,2
SANTO CRISTO,F,RIO DE JANEIRO,Brasileira,Solteiro,1955-09-07,RJ,MASCULINO,Não,,Copeiro,1646.24,Não,Mensalista,70.0,678,2
INHOAIBA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1958-03-04,RJ,MASCULINO,Não,,Trabalhador,3024.86,Não,Mensalista,67.0,1202,2
BANGU,F,RIO DE JANEIRO,Brasileira,Casado,1952-08-30,RJ,MASCULINO,Não,,Trabalhador,3098.08,Não,Mensalista,73.0,1202,2
SANTA TERESA,F,RIO DE JANEIRO,Brasileira,Casado,1960-06-09,RJ,MASCULINO,Não,,Operador De Maq. Auxiliares,2813.97,Não,Mensalista,65.0,853,2
RAMOS,F,RIO DE JANEIRO,Brasileira,Casado,1960-04-04,RJ,MASCULINO,Não,,Prof,9195.42,Não,Mensalista,65.0,874,1
COPACABANA,F,RIO DE JANEIRO,BRASILEIRA,Viúvo,1939-08-07,RJ,MASCULINO,Não,,Aposentado,2131.42,Não,Mensalista,86.0,295,3
TAQUARA,F,RIO DE JANEIRO,Brasileira,Casado,1958-12-13,RJ,MASCULINO,Não,,Assist. Adm.,14543.12,Não,Mensalista,67.0,417,1
ENG R FREIRE,F,NOVA IGUAÇU,BRASILEIRA,Solteiro,1946-11-01,RJ,MASCULINO,Não,,Agente De Portaria,3026.34,Não,Mensalista,79.0,243,3
ALTO DA BOA VISTA,F,RIO DE JANEIRO,Brasileira,Solteira,1964-04-11,RJ,MASCULINO,Não,,Trabalhador,1934.64,Não,Mensalista,61.0,1202,2
BANGU,F,RIO DE JANEIRO,Brasileira,Casado,1944-06-24,RJ,MASCULINO,Não,,Art. De Pavimentacao E Pedreir,2738.41,Não,Mensalista,81.0,366,3
VENDA VELHA,F,SAO JOAO DE MERITI,Brasileira,OUTROS,1982-02-17,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Assistente Operacional,1334.69,Não,CLT,43.0,429,0
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1963-04-16,RJ,MASCULINO,Não,,Agente De Vigilancia,1737.04,Não,Mensalista,62.0,259,3
PAQUETA,F,RIO DE JANEIRO,Brasileira,Solteiro,1960-05-16,RJ,FEMININO,Não,,Aux. De Enfermagem,3865.34,Não,Mensalista,65.0,525,3
COPACABANA,F,RIO DE JANEIRO,Brasileira,Solteiro,1938-09-20,RJ,FEMININO,Não,,Enfermeira Inativa,3889.66,Não,Mensalista,87.0,722,2
CENTRO,F,MESQUITA,Brasileira,Casado,1957-07-21,RJ,MASCULINO,Não,,Eletricista De Rede (Rioluz),3239.4,Não,Mensalista,68.0,715,2
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1962-01-17,RJ,MASCULINO,Não,,Trabalhador/Subgerente Iii,4885.03,Não,Mensalista,63.0,1220,2
DEODORO,F,RIO DE JANEIRO,BRASILEIRA,Casado,1981-04-09,RJ,MASCULINO,Não,,Auxi. De Controle De Endemias,1404.13,Não,Mensalista,44.0,595,0
VILA MILITAR,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1956-10-24,RJ,MASCULINO,Não,,Trabalhador,2801.82,Não,Mensalista,69.0,1202,2
COSMORAMA,F,MESQUITA,Brasileira,Solteiro,1956-04-28,RJ,MASCULINO,Não,,Agente De Escritório,2117.26,Não,Mensalista,69.0,239,3
COSMOS,F,RIO DE JANEIRO,Brasileira,Solteiro,1965-05-13,RJ,MASCULINO,Não,,Art .De Instalaçoes Hidraulica,3806.22,Não,Mensalista,60.0,300,3
EDEN,F,SAO JOAO DE MERITI,Brasileira,Casado,1959-03-12,RJ,MASCULINO,Não,,Art De Pav E Pedreira,3787.52,Não,Mensalista,66.0,325,3
PILARES,F,RIO DE JANEIRO,BRASILEIRA,Casado,1956-11-13,RJ,MASCULINO,Não,,Professor Ii,4143.26,Não,Mensalista,69.0,1048,2
PILARES,F,RIO DE JANEIRO,Brasileira,Casado,1956-11-13,RJ,MASCULINO,Não,,Professor Ii,5698.87,Não,Mensalista,69.0,1048,2
SANTO CRISTO,F,RIO DE JANEIRO,Brasileira,Solteiro,1956-06-16,RJ,MASCULINO,Não,,Art. De Mecanica,2889.54,Não,Mensalista,69.0,361,3
COELHO DA ROCHA,F,SAO JOAO DE MERITI,Brasileira,Divorciado,1966-05-20,RJ,MASCULINO,Não,,Agente De Vigilancia,2824.26,Não,Mensalista,59.0,259,3
CENTRO,F,CURITIBA,BRASILEIRA,Casado,1955-11-15,PR,MASCULINO,Não,,Professor De Fisica,2876.81,Não,Mensalista,70.0,1005,2
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Solteiro,1951-02-10,RJ,MASCULINO,Não,,Eng. Mecanico,10940.0,Não,Mensalista,74.0,732,1
TODOS OS SANTOS,F,RIO DE JANEIRO,Brasileira,Casado,1947-05-22,RJ,FEMININO,Não,,Servente,1885.74,Não,Mensalista,78.0,1116,2
RAMOS,F,RIO DE JANEIRO,BRASILEIRO,Casado,1938-05-25,RJ,MASCULINO,Não,,Aposentado,7024.53,Não,Mensalista,87.0,295,3
PENHA CIRCULAR,F,RIO DE JANEIRO,Brasileiro,Casado,1960-04-15,RJ,MASCULINO,Não,,Inspetor De Alunos,1715.1,Não,Mensalista,65.0,789,2
FLAMENGO,F,RIO DE JANEIRO,Brasileira,Casado,1963-12-06,RJ,MASCULINO,Não,,Tec.Judicarioii,6130.8,Não,Mensalista,62.0,1164,2
CIDADE DE DEUS,F,RIO DE JANEIRO,Brasileira,Casado,1960-01-04,RJ,MASCULINO,Não,,Militar Ativo,2418.02,Não,Mensalista,65.0,823,2
VICENTE DE CARVALHO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1961-05-18,RJ,FEMININO,Não,,Ag De Educação Infantil,3563.86,Não,Mensalista,64.0,55,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1958-08-25,RJ,MASCULINO,Não,,Aposentada,954.0,Não,Mensalista,67.0,294,3
VICENTE DE CARVALHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1981-05-11,RJ,FEMININO,Não,,Secretario Escolar,2217.34,Não,Mensalista,44.0,1113,0
REALENGO,F,RIO DE JANEIRO,Brasileira,Solteira,1955-06-03,RJ,FEMININO,Não,,Agente De Portaria,3212.99,Não,Mensalista,70.0,243,3
BANGU,F,RIO DE JANEIRO,Brasileira,Casada,1971-05-23,RJ,FEMININO,Não,,Merendeira,1708.98,Não,Mensalista,54.0,812,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-09-17,RJ,FEMININO,Não,,Professor Ii,6562.82,Não,Mensalista,61.0,1048,1
INHOAIBA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1946-06-17,RJ,FEMININO,Não,,Servente,1595.2,Não,Mensalista,79.0,1116,2
