bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1949-06-05,RJ,FEMININO,Não,,Aposentada,9238.28,Não,Mensalista,76.0,294,3
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Casada,1949-06-05,RJ,FEMININO,Não,,Prof Ii,9238.28,Não,Mensalista,76.0,930,1
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Solteira,1976-01-12,RJ,FEMININO,Não,,Professor Ii,6521.88,Não,Mensalista,49.0,1048,1
CENTRO,F,NILOPOLIS,Brasileira,Casado,1958-04-28,RJ,MASCULINO,Não,,Agente Auxiliar De Adm.,3174.56,Não,Mensalista,67.0,192,3
BANGU,F,RIO DE JANEIRO,Brasileira,Solteiro,1965-08-28,RJ,MASCULINO,Não,,Enfermeira,4373.82,Não,Mensalista,60.0,720,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1950-06-06,RJ,MASCULINO,Não,,Trabalhador,2083.06,Não,Mensalista,75.0,1202,2
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Não informado,1953-05-12,RJ,MASCULINO,Não,,Aux De Serv Gerais,3774.1,Não,Mensalista,72.0,494,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1987-04-10,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Auxiliar De Controle De Endemi,4242.36,Não,Mensalista,38.0,603,0
VIGARIO GERAL,F,RIO DE JANEIRO,Brasileira,Solteira,1957-03-22,RJ,FEMININO,Não,,Roupeiro ( Sms),2260.69,Não,Mensalista,68.0,1100,2
LAGOINHA,F,NOVA IGUACU,Brasileira,Solteiro,1953-10-03,RJ,FEMININO,Não,,Servente,2893.52,Não,Mensalista,72.0,1116,2
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1967-06-15,RJ,FEMININO,Não,,Servente,2237.31,Não,Mensalista,58.0,1116,2
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Divorciada,1966-01-27,RJ,FEMININO,Não,,Professor Ii,8955.74,Não,Mensalista,59.0,1048,1
JACARÉ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-07-29,RJ,FEMININO,Não,,Ag De Educação Infantil,6280.98,Não,Mensalista,50.0,55,0
RICARDO DE ALBUQUERQUE,F,RIO DE JANEIRO,Brasileira,Solteira,1952-08-19,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4788.11,Não,Mensalista,73.0,474,3
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1970-12-28,RJ,FEMININO,Não,,Ag Aux De Creche,1389.26,Não,Mensalista,55.0,27,3
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1961-01-14,RJ,FEMININO,Não,,Servente,1904.92,Não,Mensalista,64.0,1116,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1953-02-01,RJ,FEMININO,Não,,Auxiliar De Serviço De Saúde,2062.67,Não,Mensalista,72.0,637,3
VILA DA PENHA,F,RIO DE JANEIRO,Brasileira,Separada judicialmente,1953-03-27,RJ,FEMININO,Não,,Prof. Ii,7519.64,Não,Mensalista,72.0,968,2
ACARI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1969-06-19,RJ,FEMININO,Não,,Professor Ii,7132.33,Não,Mensalista,56.0,1048,1
ANDARAI,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1957-09-17,RJ,FEMININO,Não,,Merendeira,2038.95,Não,Mensalista,68.0,812,2
PIEDADE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1962-01-09,RJ,FEMININO,Não,,Professor Ii,6641.61,Não,Mensalista,63.0,1048,2
PIEDADE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1962-01-09,RJ,FEMININO,Não,,Professor Ii,9956.52,Não,Mensalista,63.0,1048,1
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Casada,1959-05-04,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3005.12,Não,Mensalista,66.0,474,3
VILA DA PENHA,F,RIO DE JANEIRO,Brasileira,Divorciada,1962-10-18,RJ,FEMININO,Não,,Aux De Procuradoria,7955.9,Não,Mensalista,63.0,490,1
COSMORAMA,F,MESQUITA,Brasileira,Viúva,1968-12-07,RJ,FEMININO,Não,,Tec. Laboratorio,4623.06,Não,Mensalista,57.0,1161,2
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1954-09-22,RJ,FEMININO,Não,,Agente De Administração,1472.43,Não,Mensalista,71.0,216,3
ANDARAI,F,RIO DE JANEIRO,BRASILEIRA,Viúvo,1950-07-03,RJ,FEMININO,Não,,Professor Ii,5039.91,Não,Mensalista,75.0,1048,2
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1971-08-06,RJ,FEMININO,Não,,Ag. De Educação Infantil,3850.68,Não,Mensalista,54.0,129,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1968-07-09,RJ,FEMININO,Não,,Professor Ii/Diretor Adjunto,6905.78,Não,Mensalista,57.0,1064,1
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1962-11-26,RJ,FEMININO,Não,,Aux De Enfermagem,1878.12,Não,Mensalista,63.0,459,3
PARQUE CENTENARIO,F,DUQUE DE CAXIAS,Brasileira,Casada,1965-04-14,RJ,FEMININO,Não,,Merendeira,2223.97,Não,Mensalista,60.0,812,2
BANGU,F,RIO DE JANEIRO,Brasileira,Casado,1959-02-11,RJ,FEMININO,Não,,Merendeira,1129.22,Não,Mensalista,66.0,812,2
INHOAIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1971-12-07,RJ,FEMININO,Não,,Professor Ii,4698.13,Não,Mensalista,54.0,1048,0
OLARIA,F,RIO DE JANEIRO,Brasileira,Casado,1955-03-18,RJ,FEMININO,Não,,Aux. De Enfermagem 1° Grau,2142.4,Não,Mensalista,70.0,533,3
BRAZ DE PINA,F,RIO DE JANEIRO,Brasileira,Casado,1950-08-13,RJ,FEMININO,Não,,Ag. Portaria,3767.92,Não,Mensalista,75.0,151,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1962-10-06,RJ,FEMININO,Não,,Ag. De Administração,3147.52,Não,Mensalista,63.0,109,3
SEPETIBA,F,RIO DE JANEIRO,Brasileira,Solteira,1950-07-10,RJ,FEMININO,Não,,Aposentada,954.0,Não,Mensalista,75.0,294,3
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Separada judicialmente,1958-08-20,RJ,FEMININO,Não,,Auxiliar De Controles De Endem,2180.84,Não,Mensalista,67.0,604,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Divorciada,1958-07-22,RJ,FEMININO,Não,,Aux De Enfemagem 2ª Grau,2015.93,Não,Mensalista,67.0,458,3
VISTA ALEGRE,F,RIO DE JANEIRO,Brasileira,Casado,1963-06-30,RJ,FEMININO,Não,,Datilografo,3652.54,Não,Mensalista,62.0,690,2
SANTA BARBARA,F,NITEROI,Brasileira,Divorciada,1962-05-07,RJ,FEMININO,Não,,Assist Tecnico A (Rio Arte),8796.68,Não,Mensalista,63.0,415,1
TAQUARA,F,RIO DE JANEIRO,Brasileira,Solteira,1964-01-02,RJ,FEMININO,Não,,Servente,2108.74,Não,Mensalista,61.0,1116,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1972-11-29,RJ,FEMININO,Não,,Professor Ii,3956.7,Não,Mensalista,53.0,1048,0
SAMPAIO,F,RIO DE JANEIRO,Brasileira,Casada,1955-01-05,RJ,FEMININO,Não,,Aposentada,1739.27,Não,Mensalista,70.0,294,3
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Casada,1962-12-14,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,1133.04,Não,Mensalista,63.0,474,3
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-08-03,RJ,FEMININO,Não,,Merendeira,1560.47,Não,Mensalista,63.0,812,2
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1959-01-04,RJ,FEMININO,Não,,Aposentada,2954.41,Não,Mensalista,66.0,294,3
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1972-08-05,RJ,FEMININO,Não,,Professor Ii,9979.51,Não,Mensalista,53.0,1048,1
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1972-08-05,RJ,FEMININO,Não,,Professor Ii,9979.51,Não,Mensalista,53.0,1048,1
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1955-05-19,RJ,FEMININO,Não,,Tecnico De Laboratorio,5697.65,Não,Mensalista,70.0,1176,2
CURICICA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1962-01-23,RJ,FEMININO,Não,,Aposentada,1797.24,Não,Mensalista,63.0,294,3
PARQUE BARRETO VILAR,F,SÃO JOÃO DE MERITI,Brasileira,Casada,1958-07-23,RJ,FEMININO,Não,Risco PLD/FT Baixo,Aposentada,2887.88,Não,Mensalista,67.0,294,3
JARDIM BONIFÁCIO,F,SÃO JOÃO DE MERITI,Brasileira,Solteira,1959-12-30,RJ,FEMININO,Não,,Aux De Enfermagem 1º Grau,2280.77,Não,Mensalista,66.0,468,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1965-12-01,RJ,FEMININO,Não,,Aux De Enfermagem 2ª Grau,5111.93,Não,Mensalista,60.0,471,3
PARQUE ANCHIETA,F,RIO DE JANEIRO,Brasileira,Divorciada,1970-10-12,RJ,FEMININO,Não,,Prof I - Ingles,2699.04,Não,Mensalista,55.0,906,0
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Solteira,1956-11-15,RJ,FEMININO,Não,,Merendeira,1600.26,Não,Mensalista,69.0,812,2
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Separada judicialmente,1957-01-11,RJ,FEMININO,Não,,Professor Ii,14480.97,Não,Mensalista,68.0,1048,1
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Separada judicialmente,1957-01-11,RJ,FEMININO,Não,,Professor Ii Diretor,14480.97,Não,Mensalista,68.0,1055,1
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1961-08-18,RJ,FEMININO,Não,,Professor Ii,6536.64,Não,Mensalista,64.0,1048,2
BANGU,F,RIO DE JANEIRO,Brasileira,Solteira,1961-08-18,RJ,FEMININO,Não,,Professor Ii,4144.28,Não,Mensalista,64.0,1048,2
ABOLIÇÃO,F,RIO DE JANEIRO,Brasileira,Solteiro,1957-04-30,RJ,FEMININO,Não,,Merendeira,1466.18,Não,Mensalista,68.0,812,2
GLORIA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1949-11-28,RJ,MASCULINO,Não,,Professor Ii,2594.21,Não,Mensalista,76.0,1048,2
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1966-03-25,RJ,FEMININO,Não,,Ag. De Educação Inaftil,3052.04,Não,Mensalista,59.0,128,3
CENTRO,F,MARICA,Brasileira,Desquitado,1952-03-27,RJ,FEMININO,Não,,Especialista De Educação,2926.64,Não,Mensalista,73.0,751,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1966-11-29,RJ,FEMININO,Não,,Merendeira,929.88,Não,Mensalista,59.0,812,2
CENTRO,F,NILOPOLIS,Brasileira,Casada,1968-11-18,RJ,FEMININO,Não,,Professor Ii,6422.78,Não,Mensalista,57.0,1048,1
COPACABANA,F,RIO DE JANEIRO,Brasileira,Solteiro,1950-01-29,RJ,FEMININO,Não,,Secretaria Ii Inativa,4503.0,Não,Mensalista,75.0,1111,2
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1950-11-28,RJ,FEMININO,Não,,Merendeira,1048.13,Não,Mensalista,75.0,812,2
MANGUINHOS,F,RIO DE JANEIRO,Brasileira,Solteiro,1959-07-09,RJ,FEMININO,Não,,Inspetor De Alunos,1237.4,Não,Mensalista,66.0,789,2
PRAÇA SECA,F,RIO DE JANEIRO,Brasileira,Casada,1949-10-04,RJ,FEMININO,Não,,Professor I,9746.98,Não,Mensalista,76.0,1028,1
PRAÇA SECA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1949-10-04,RJ,FEMININO,Não,,Professor I,3315.56,Não,Mensalista,76.0,1028,2
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1964-05-06,RJ,FEMININO,Não,,Professor Ii,7623.05,Não,Mensalista,61.0,1048,1
CAMPINHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1956-09-25,RJ,FEMININO,Não,,Professor Ii,6099.2,Não,Mensalista,69.0,1048,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1969-04-18,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2154.86,Não,Mensalista,56.0,474,0
CACHAMBI,F,RIO DE JANEIRO,Brasileira,Solteiro,1947-06-30,RJ,FEMININO,Não,,Servente,2273.27,Não,Mensalista,78.0,1116,2
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Viúvo,1964-02-02,RJ,FEMININO,Não,,Datilografo,2530.38,Não,Mensalista,61.0,690,2
CAMPO LINDO,F,SEROPEDICA,Brasileira,Solteira,1961-12-28,RJ,FEMININO,Não,,Aposentada,1557.07,Não,Mensalista,64.0,294,3
NOVA IGUACU,F,RIO DE JANEIRO,Brasileira,Solteiro,1968-03-25,RJ,FEMININO,Não,,Ag. Adm.,2292.62,Não,Mensalista,57.0,75,3
PRAÇA DA BANDEIRA,F,ARARUAMA,Brasileira,Casada,1960-03-01,RJ,FEMININO,Não,,Professor Ii,4519.4,Não,Mensalista,65.0,1048,2
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Casada,1954-12-12,RJ,FEMININO,Não,,Agente De Portaria,1537.07,Não,Mensalista,71.0,243,3
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1947-12-11,RJ,FEMININO,Não,,Professor Ii,2465.86,Não,Mensalista,78.0,1048,2
VILA DA PENHA,F,RIO DE JANEIRO,Brasileira,Solteira,1950-07-31,RJ,FEMININO,Não,,Datilografo,1070.06,Não,Mensalista,75.0,690,2
JACARÉ,F,RIO DE JANEIRO,Brasileira,Não informado,1954-09-10,RJ,FEMININO,Não,,Aux. Operac. Serv. Div.,4508.7,Não,Mensalista,71.0,571,3
VILA SAO JOAO,F,SÃO JOÃO DE MERITI,Brasileira,Viúva,1966-03-16,RJ,FEMININO,Não,,Aposentada,3197.18,Não,Mensalista,59.0,294,3
FONSECA,F,NITEROI,BRASILEIRA,Solteiro,1969-11-14,RJ,FEMININO,Não,,Professor De Ensino Fundamenta,6399.68,Não,Mensalista,56.0,1001,1
JARDIM DA PAZ MAUA,F,RIO DE JANEIRO,Brasileira,Solteiro,1962-06-06,RJ,FEMININO,Não,,Prof. Ii,4767.5,Não,Mensalista,63.0,968,2
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1955-04-09,RJ,FEMININO,Não,,Ag De Administração,2540.08,Não,Mensalista,70.0,40,3
ROCHA MIRANDA,F,RIO DE JANEIRO,Brasileira,Casado,1955-08-20,RJ,FEMININO,Não,,Prof. Ii,3163.52,Não,Mensalista,70.0,968,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1956-10-15,RJ,FEMININO,Não,,Aux De Enfermagem 1º Grau,1540.37,Não,Mensalista,69.0,468,3
REALENGO,F,RIO DE JANEIRO,Brasileira,Solteira,1957-08-09,RJ,FEMININO,Não,,Aux De Enfermagem 1º Grau,5173.38,Não,Mensalista,68.0,468,3
COSME VELHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1967-06-29,RJ,FEMININO,Não,,Agente De Educação Infantil,6506.39,Não,Mensalista,58.0,237,3
JARDIM VINTE E CINCO DE AGOSTO,F,DUQUE DE CAXIAS,BRASILEIRA,Casada,1974-01-28,RJ,FEMININO,Não,,Professor Ii,11700.04,Não,Mensalista,51.0,1048,1
FREGUESIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1950-03-16,RJ,FEMININO,Não,,Professor Ii,7380.52,Não,Mensalista,75.0,1048,2
FREGUESIA,F,RIO DE JANEIRO,Brasileira,Divorciada,1950-03-16,RJ,FEMININO,Não,,Professor Ii,9743.39,Não,Mensalista,75.0,1048,1
PARQUE ANCHIETA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1962-06-10,RJ,FEMININO,Não,,Prof. Ii,4313.1,Não,Mensalista,63.0,968,2
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Casado,1964-12-22,RJ,FEMININO,Não,,Professor,3454.11,Não,Mensalista,61.0,984,2
BANGU,F,RIO DE JANEIRO,Brasileira,Casado,1953-11-28,RJ,FEMININO,Não,,Ag.De Portaria,1843.14,Não,Mensalista,72.0,162,3
GUADALUPE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1962-04-20,RJ,FEMININO,Não,,Datilografo,1264.0,Não,Mensalista,63.0,690,2
GUADALUPE,F,RIO DE JANEIRO,Brasileira,Viúva,1960-11-05,RJ,FEMININO,Não,,Ag. De Portaria,2218.4,Não,Mensalista,65.0,133,3
BRAZ DE PINA,F,RIO DE JANEIRO,Brasileira,Solteira,1960-02-13,RJ,FEMININO,Não,,Ag De Educação,1398.9,Não,Mensalista,65.0,54,3
REALENGO,F,RIO DE JANEIRO,Brasileira,Casado,1967-01-06,RJ,FEMININO,Não,,Merendeira,1539.74,Não,Mensalista,58.0,812,0
COSMOS,F,RIO DE JANEIRO,Brasileira,Casado,1955-03-22,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3844.6,Não,Mensalista,70.0,608,3
LEBLON,F,RIO DE JANEIRO,BRASILEIRA,Desquitada,1957-09-22,RJ,FEMININO,Não,,Professor Ii,3033.28,Não,Mensalista,68.0,1048,2
LEBLON,F,RIO DE JANEIRO,Brasileira,Desquitada,1957-09-22,RJ,FEMININO,Não,,Professor Ii,2913.14,Não,Mensalista,68.0,1048,2
COSMOS,F,RIO DE JANEIRO,Brasileira,Casada,1964-01-25,RJ,FEMININO,Não,,Servente,1966.94,Não,Mensalista,61.0,1116,2
SANTISSIMO,F,RIO DE JANEIRO,Brasileira,Solteiro,1961-11-07,RJ,FEMININO,Não,,Servente,3200.32,Não,Mensalista,64.0,1116,2
JD. ANHANGA,F,DUQUE DE CAXIAS,BRASILEIRA,Solteira,1958-09-17,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3600.0,Não,Mensalista,67.0,474,3
TIJUCA,F,RIO DE JANEIRO,Brasileira,Casado,1950-03-18,RJ,FEMININO,Não,,Aposentado,6033.86,Não,Mensalista,75.0,295,3
DEL CASTILHO,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1953-06-14,RJ,FEMININO,Não,,Auxiliar De Serviços De Saude,2837.71,Não,Mensalista,72.0,639,3
AUSTIN,F,NOVA IGUACU,Brasileira,Casado,1957-03-29,RJ,FEMININO,Não,,Aux. Operac.Serv.Diversos,2556.7,Não,Mensalista,68.0,574,3
BONSUCESSO,F,RIO DE JANEIRO,Brasileira,Casada,1960-07-21,RJ,FEMININO,Não,,Inspetor Aluno,1675.0,Não,Mensalista,65.0,785,2
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1952-07-06,RJ,FEMININO,Não,,Professor Ii,12351.24,Não,Mensalista,73.0,1048,1
PADRE MIGUEL,F,RIO DE JANEIRO,Brasileira,Solteira,1952-07-06,RJ,FEMININO,Não,,Professor Ii,12351.24,Não,Mensalista,73.0,1048,1
ENCANTADO,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1963-03-04,RJ,FEMININO,Não,,Prof Ii,2616.06,Não,Mensalista,62.0,930,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casado,1979-04-15,RJ,MASCULINO,Não,,Agente Educador Ii,1411.45,Não,Mensalista,46.0,268,0
HIGIENOPOLIS,F,RIO DE JANEIRO,Brasileira,Solteiro,1982-01-03,RJ,MASCULINO,Não,,Merendeira,1561.5,Não,Mensalista,43.0,812,0
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Solteiro,1972-07-12,RJ,FEMININO,Não,,Professor,4660.54,Não,Mensalista,53.0,984,0
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1957-09-27,RJ,FEMININO,Não,,Servente,1419.67,Não,Mensalista,68.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1961-01-22,RJ,FEMININO,Não,,Professor Ii,5106.6,Não,Mensalista,64.0,1048,2
VISTA ALEGRE,F,RIO DE JANEIRO,Brasileira,Desquitado,1953-03-08,RJ,FEMININO,Não,,Professora,3886.1,Não,Mensalista,72.0,1070,2
BENTO RIBEIRO,F,RIO DE JANEIRO,Brasileira,Divorciada,1963-12-21,RJ,FEMININO,Não,,Aposentada,6065.62,Não,Mensalista,62.0,294,3
ANIL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1980-09-28,RJ,FEMININO,Não,,Professor Ii,14061.66,Não,Mensalista,45.0,1048,1
ANIL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1980-09-28,RJ,FEMININO,Não,,Professor Ensino Fundamental,14061.66,Não,Mensalista,45.0,1024,1
PECHINCHA,F,RIO DE JANEIRO,Brasileira,Casado,1956-01-14,RJ,MASCULINO,Não,,Motorista,4505.56,Não,Mensalista,69.0,827,2
PENHA LONGA,F,CHIADOR,BRASILEIRA,Casado,1981-09-13,MG,MASCULINO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,4004.64,Não,Mensalista,44.0,1014,0
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Solteiro,1947-11-20,RJ,FEMININO,Não,,Trabalhador,2045.92,Não,Mensalista,78.0,1202,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Casada,1963-07-21,RJ,FEMININO,Não,,Professor Ii,8802.86,Não,Mensalista,62.0,1048,1
ROCHA MIRANDA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1954-08-17,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3620.31,Não,Mensalista,71.0,474,3
RAMOS,F,RIO DE JANEIRO,Brasileira,Casado,1950-01-19,RJ,FEMININO,Não,,Aposentada,0.0,Não,Mensalista,75.0,294,3
ANCHIETA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1963-07-28,RJ,FEMININO,Não,,Servente,1332.75,Não,Mensalista,62.0,1116,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Solteira,1943-11-30,RJ,FEMININO,Não,,Servente(Sms),1223.7,Não,Mensalista,82.0,1121,2
CAVALCANTE,F,RIO DE JANEIRO,BRASILEIRA,Casado,1950-01-20,RJ,MASCULINO,Não,,Trabalhador,3313.66,Não,Mensalista,75.0,1202,2
INHOAIBA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1944-03-10,RJ,MASCULINO,Não,,Trabalhador,1675.97,Não,Mensalista,81.0,1202,2
BANGU,F,RIO DE JANEIRO,Brasileira,Solteiro,1959-01-20,RJ,MASCULINO,Não,,Art De Cozinha,2828.48,Não,Mensalista,66.0,310,3
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Casado,1962-01-28,RJ,MASCULINO,Não,,Inspetor De Alunos,2412.61,Não,Mensalista,63.0,789,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1960-12-02,RJ,MASCULINO,Não,,Trabalhador,3217.66,Não,Mensalista,65.0,1202,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Casado,1961-01-24,RJ,MASCULINO,Não,,Trabalhador,2742.44,Não,Mensalista,64.0,1202,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1945-01-15,RJ,MASCULINO,Não,,Operador De Maquinas Pesadas,3577.92,Não,Mensalista,80.0,855,2
SURUI,F,MAGE,BRASILEIRA,SOLTEIRO,1960-04-11,RJ,MASCULINO,Não,,Trabalhador,2841.47,Não,Mensalista,65.0,1202,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casado,1941-07-30,RJ,MASCULINO,Não,,Art De Auvenaria E Pintura,1883.83,Não,Mensalista,84.0,307,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1956-03-21,RJ,MASCULINO,Não,,Trabalhador,2961.12,Não,Mensalista,69.0,1202,2
BANGU,F,RIO DE JANEIRO,Brasileira,Divorciado,1960-06-20,RJ,MASCULINO,Não,,Desenhista,4882.62,Não,Mensalista,65.0,702,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1965-01-18,RJ,MASCULINO,Não,,Motorista,5652.92,Não,Mensalista,60.0,827,2
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Casado,1951-07-23,RJ,MASCULINO,Não,,Vigilante,3406.32,Não,Mensalista,74.0,1237,2
PAVUNA,F,RIO DE JANEIRO,Brasileira,Solteiro,1963-01-20,RJ,MASCULINO,Não,,Trabalhador,4038.08,Não,Mensalista,62.0,1202,2
ENCANTADO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1971-01-18,RJ,MASCULINO,Não,,Auxi De Controle De Endemias,2502.91,Não,,54.0,592,0
CENTRO,F,RIO DE JANEIRO,Brasileira,Solteira,1952-05-30,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,5495.66,Não,Mensalista,73.0,474,3
PARQUE BEIRA MAR,F,DUQUE DE CAXIAS,BRASILEIRA,Solteiro,1959-07-29,RJ,FEMININO,Não,,Auxiliar De Enfermagem,1800.46,Não,Mensalista,66.0,608,3
PEDRA DE GUARATIBA,F,RIO DE JANEIRO,Brasileira,Divorciada,1954-10-03,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4246.41,Não,Mensalista,71.0,474,3
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1960-01-04,RJ,FEMININO,Não,,Merendeira,1102.29,Não,Mensalista,65.0,812,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Casada,1963-07-20,RJ,FEMININO,Não,,Servente,1045.0,Não,Mensalista,62.0,1116,2
OSWALDO CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1968-07-15,RJ,FEMININO,Não,,Merendeira,1816.17,Não,Mensalista,57.0,812,0
SENADOR VASCONCELOS,F,RIO DE JANEIRO,BRASILEIRA,Casado,1962-11-19,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3095.5,Não,Mensalista,63.0,608,3
TAQUARA,F,RIO DE JANEIRO,Brasileira,Casado,1954-05-12,RJ,FEMININO,Não,,Funprevi Aposentada,8125.92,Não,Mensalista,71.0,768,1
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Solteiro,1963-11-30,RJ,FEMININO,Não,,Merendeira,1464.7,Não,Mensalista,62.0,812,2
CATUMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-05-22,RJ,FEMININO,Não,,Aposentada,5618.02,Não,Mensalista,63.0,294,3
CATUMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-05-22,RJ,FEMININO,Não,,Prof I - Lingua Portuguesa,5239.72,Não,Mensalista,63.0,909,2
MEIER,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1960-02-20,RJ,FEMININO,Não,,Auxiliar De Enfermagem 2º Grau,5731.98,Não,Mensalista,65.0,620,3
